,spelling,phonetic,plurality,thirdpp,present_participle,past_tense,past_participle,explains
1381,occupancy,ˈɒkjəpənsi,occupancies,,,,,['n. 居住，占用；占用人数，容纳人数；（尤指酒店的）入住率，居住率']
1382,occupant,ˈɒkjəpənt,,,,,,['n. 居住者，住户；（某一时刻房间、交通工具、床等的）占用者；（职位或官职的）占有者；<法律>（尤指土地的）实际占有人']
1383,occupational,ˌɒkjuˈpeɪʃən(ə)l,,,,,,['adj. 职业的，由职业引起的；占领的']
1384,oceanic,ˌəʊʃiˈænɪk,,,,,,['adj. 海洋的，与海洋有关的；（气候）海洋性的；巨大的，广阔的']
1385,october,ɒkˈtəʊbə(r),,,,,,['n. [天] 十月']
1386,oddity,ˈɒdəti,oddities,,,,,['n. 古怪反常的人（或事物），怪现象；怪异，反常；怪癖']
1387,odorous,ˈəʊdərəs,,,,,,['adj. 有气味的，散发气味的']
1388,odour,ˈəʊdə(r),odours,,,,,['n. （尤指难闻的）气味，臭味；意味，迹象；名声']
1389,offence,əˈfens,offences,,,,,['n. 违法行为，犯罪；冒犯，得罪；过错，不当；讨厌的东西，引起反感的事物；<正式>攻击，攻击行为']
1390,offender,əˈfendə(r),offenders,,,,,['n. 犯罪者，违法者；造成问题的人（或事物）']
1391,offense,əˈfens,offenses,,,,,['n. 违法，犯罪；冒犯，伤害；过错，不当；讨厌的东西，引起反感的事物；<正式> 进攻，攻击行为；进攻队员；（球队的）进攻']
1392,offering,ˈɒfərɪŋ,offerings,,,,,"['n. （供娱乐或出售的）产品；新近完成的艺术作品；礼品，礼物；供品，祭品；供奉，奉献；（给教会的）捐助，捐赠物（尤指捐款）', 'v. 提供，给予；提议，表示愿意（做某事）；出（价），开（价）（offer 的现在分词形式）']"
1393,oftentimes,ˈɒfntaɪmz; ˈɒftəntaɪmz,,,,,,['adv. 时常地，经常地']
1394,oily,ˈɔɪli,,,,,,['adj. 含油的，涂油的；（食物）含油多的，富含脂肪的；（头发或皮肤）油质的，油性的；（质地、味道、气味、形态）像油的；（人，行为）油滑的，讨好的']
1395,old-fashioned,ˌəʊld ˈfæʃnd,,,,,,"['adj. 过时的，老式的；（观点、习俗、价值观等）守旧的，传统的；（表情）反对的', 'n. <美>（主要用威士忌、苦味酒、水和糖调成的）威士忌鸡尾酒']"
1396,olive,ˈɒlɪv,olives,,,,,"['n. 橄榄；橄榄树；橄榄色，黄绿色；炖牛肉卷；橄榄贝；（剖）橄榄体；（垫在螺母下拧紧以形成密封的）橄榄环', 'adj. 橄榄色的，茶青色的；（皮肤）橄榄色的，浅褐色的', '【名】 （Olive）（美）奥利芙（人名）']"
1397,olympiad,əˈlɪmpiæd,,,,,,['n. 奥林匹克运动会；四年周期']
1398,olympic,əˈlɪmpɪk,,,,,,['adj. 奥林匹克的；奥林匹斯山的，奥林匹亚的']
1399,olympics,əˈlɪmpɪks,,,,,,"['n. 奥林匹克运动会', '奥林匹克运动会的']"
1400,omission,əˈmɪʃ(ə)n,,,,,,['n. 省略，遗漏；被省略（或排除）的人（或物）；（尤指道德上或法律义务的）疏忽']
1401,on,ɒn,,,,,,"['prep. 在……之上；向，朝；关于；在……时候；由……支撑；（身上）带着；一……就；吃，喝；接近；根据；挣……钱；以……支付；以……为燃料；在……中；作为……成员；借助（仪器或器械）；与……相比；增加；靠……服用药物；（由电台或电视）播放；忙碌于', 'adv. 在上面；向前地；继续着，行动中；穿着；（娱乐演出等）上演；（电器）开着地；当班', 'adj. 开着的；发生着的，正在进行中；之后；覆盖；附着（尤指在正确的位置上）；写着的；正在播出的', 'n. （On）（中、菲）温（人名）']"
1402,once,wʌns,,,,,,"['adv. 一次， 一回；曾经，一度；任何一次，从来；乘以一', 'conj. 一.....就， 一旦', 'n.  一次']"
1403,ongoing,ˈɒnɡəʊɪŋ,,,,,,['adj. 持续存在的，仍在进行的，不断发展的']
1404,online,ˌɒnˈlaɪn,,,,,,"['adj. （产品、服务或信息）在线的，网上的；（计算机）联机的', 'adv. 在网上，利用网际网路（购买、获得等）；联机地，在电脑操控下；开始运行，存在着']"
1405,onward,ˈɒnwəd,,,,,,"['adv. 向前；从……以后；取得进步，获得成功', 'adj. 向前的，继续的；发展的，进步的']"
1406,opener,ˈəʊpənə(r),openers,,,,,['n. 开启工具；揭幕赛，开场戏；首粒进球；开场的话；（板球）开局者；（桥牌）开叫人']
1407,openly,ˈəʊpənli,,,,,,['adv. 公开地，公然地，坦率地']
1408,opinion,əˈpɪnjən,opinions,,,,,['n. 意见，看法；（群体的）观点，信仰；专家意见，专业意见；（对某人的）评价，印象；（法官或法院说明判决理由的）判决意见书']
1409,opposition,ˌɒpəˈzɪʃn,oppositions,,,,,['n. （强烈的） 反对，反抗；对手，竞争者（the opposition）；反对党，在野党（ the Opposition）；对立，对立的事物；（天文，占星）冲']
1410,oppression,əˈpreʃn,oppressions,,,,,['n. 压迫，压制；压迫手段；郁闷，压抑']
1411,oppressive,əˈpresɪv,,,,,,['adj. （社会、法律、习俗等）压迫的，暴虐的，不公的 ；（天气、空气等）闷热的，难以忍受的；使人苦恼的，令人焦虑的']
1412,optic,ˈɒptɪk,,,,,,"['adj. 眼睛的，视觉的', 'n. （光学仪器的）镜头，光学部件；奥普蒂克量杯（酒吧用以量烈性酒）；<古>眼睛', '【名】  （Optic）（英）奥普蒂克（人名）']"
1413,optimal,ˈɒptɪməl,,,,,,['adj. 最佳的，最适的']
1414,or,ɔː(r),,,,,,"['conj. （用以引出另一种可能性）或，或者，还是；（用于否定动词后）也不；（用于警告或忠告）否则，不然；（用于两个数字之间表示约略数目）大约；（用于引出解释性词语）或者说；（用于说明原因）不然，否则；（用于引出对比的概念）；<文>还是', 'n. （电子）（逻辑电路的）或（OR）；（纹章）金色，黄色', 'abbr. 俄勒冈州（Oregon）；手术室（operating room）；运筹学（operational research）；普通士兵（other ranks）', '【名】 （Or）（中）柯，（柬）奥，（土、匈、土库、阿塞、瑞典）奥尔（人名）']"
1415,orbital,ˈɔːbɪt(ə)l,,,,,,"['adj. 轨道的；<英>（公路）环城的；眼眶的', 'n. <英>外环高速公路；（物理）轨道电子密度']"
1416,organisation,,,,,,,
1417,organisational,ˌɔːɡənaɪˈzeɪʃən(ə)l,,,,,,['adj. 组织的；编制的']
1418,organise,ˈɔːɡənaɪz,,organises,organising,organised,organised,"['vi. 组织起来；组织工会', 'vt. 组织（等于 organize）；有机化；给予生机']"
1419,organization,ˌɔːɡənaɪˈzeɪʃn,organizations,,,,,['n. 组织，机构；组织工作，筹备工作；编排，配置，结构；条理，逻辑性']
1420,organizational,ˌɔːɡənaɪˈzeɪʃənl,,,,,,['adj. 组织的，安排的；有关组织（或机构）的；（组织或机构）结构的']
1421,ornamental,ˌɔːnəˈment(ə)l,ornamentals,,,,,"['adj. 装饰性的，作点缀的', 'n. 观赏植物；装饰品']"
1422,orphanage,ˈɔːfənɪdʒ,orphanages,,,,,['n. 孤儿院；<古>孤儿身份，孤儿状态']
1423,other,ˈʌðə(r),others,,,,,"['adj. （表示与已知的人或事物不同）别的，另外的；（表示在与已知的人或事物同一类中）别的，另外的；（两个中）另一的；（一组人或事物中）其余的；（用于列举之后）其他的；对面的，相反方向的；（泛指）别（人）的，他（人）的；最近的，前不久的', 'pron. （表示与已知的人或事物不同）另外；（表示在与已知的人或事物同一类中）另外；（两个中）另一个（the other）；其余的人（或事物）（the others）；（用于列举之后）其他；对面，相反方向（the other）；<非正式>性交（the other）', 'v. 将……看作异类，以异类对待']"
1424,ought to,,,,,,,['应该']
1425,outdated,ˌaʊtˈdeɪtɪd,,,,,,"['adj. 过时的，陈旧的', 'v. 使过时（outdate 的过去式和过去分词形式）']"
1426,outdoors,ˌaʊtˈdɔːz,,,,,,"['adv. 在户外，在野外', 'n. 野外，旷野（the outdoors）；野外活动，户外休闲 （the outdoors）', 'adj. 户外的']"
1427,outlaw,ˈaʊtlɔː,outlaws,outlaws,outlawing,outlawed,outlawed,"['n. 不法之徒，逃犯；<史>被剥夺法律权益和保护者', 'v. 使非法，禁止，取缔；（旧时）剥夺（某人的）法律权益', '【名】 （Outlaw）（美）奥特洛（人名）']"
1428,outrageous,aʊtˈreɪdʒəs,,,,,,['adj. 骇人的，无法容忍的；反常的，令人惊讶的；极其夸张的，不可能的']
1429,outsider,ˌaʊtˈsaɪdə(r),outsiders,,,,,['n. 局外人， 外人；（组织、行业）外部的人，外来者；（比赛中）不大可能获胜的人（或动物）']
1430,outstanding,aʊtˈstændɪŋ,,,,,,['adj. 杰出的，优秀的；显著的，突出的；未解决的，未完成的；（款项）未支付的，未结清的']
1431,outwards,ˈaʊtwədz,,,,,,['adv. 向外地']
1432,overwhelmingly,ˌəʊvəˈwelmɪŋli,,,,,,['adv. 压倒性地，不可抵抗地']
1433,owing to,,,,,,,['由于，因为……']
1434,paddy,ˈpædi,paddies,,,,,"['n. 稻田，水田；稻，稻谷；<英，非正式>大怒，狂怒；（Paddy）（侮辱性用语）爱尔兰佬', '【名】 （Paddy）帕迪（人名）']"
1435,paradise,ˈpærədaɪs,paradises,,,,,['n. （某些宗教所指的）天堂，天国；乐土（指美好的环境）；（某类活动或某类人的）乐园，完美去处；至福，极乐；（《圣经》中的）伊甸园（Paradise）']
1436,paradoxical,ˌpærəˈdɒksɪk(ə)l,,,,,,['adj. 自相矛盾的；事与愿违的，出乎意料的']
1437,paralyse,,,,,,,
1438,paralysis,pəˈræləsɪs,paralyses,,,,,['n. 瘫痪（症），麻痹（症）；（行动、决策、运行等的）瘫痪，停顿']
1439,parental,pəˈrent(ə)l,,,,,,['adj. 父母的，双亲的；亲代的，亲本的；母公司的，上级的']
1440,parenting,ˈpeərəntɪŋ,,,,,,"['n. 养育子女，育儿；为人父母；（像父母一样对他人的）照顾', 'v. 做……的父亲（或母亲）（parent 的现在分词形式）']"
1441,parish,ˈpærɪʃ,parishes,,,,,['n. 教区，堂区；教区的居民，（尤指）教区教徒；<英>（农村的）行政堂区；<美>（路易斯安那州）堂区（相当于其他州的县）']
1442,parking,ˈpɑːkɪŋ,,,,,,"['n. 停车，泊车；停车场，停车位', 'v. 存放，寄存；停车，泊车；坐下（或站着）（park 的现在分词形式）', '【名】 【名】（Parking）（英）帕金（人名）']"
1443,parliamentary,ˌpɑːləˈmentri,,,,,,['adj. 议会的，国会的，设有议会的']
1444,parole,,,,,,,
1445,parrot,ˈpærət,parrots,parrots,parroting,parroted,parroted,"['n. 鹦鹉；学舌者，机械模仿别人的人', 'v. 机械地模仿，鹦鹉学舌般重复', '【名】 （Parrot）（英、俄、葡）帕罗特，（法）帕罗（人名）']"
1446,partially,ˈpɑːʃəli,,,,,,['adv. 不完全地，部分地；<古>偏袒地']
1447,participation,pɑːˌtɪsɪˈpeɪʃn,,,,,,['n. 参加，参与']
1448,particularly,pəˈtɪkjələli,,,,,,['adv. 非常，尤其；特别是；清楚地，明确地']
1449,partnership,ˈpɑːtnəʃɪp,partnerships,,,,,['n.  合伙（关系），合股；合伙企业；合伙人；（两个人、组织或国家之间的）合作关系，伙伴关系；合伙契约；（板球）（回合结束前或其中一人被迫退场前）一对击球手的跑动得分数']
1450,passerby,ˌpɑːsəˈbaɪ,passersby,,,,,['n. 过路人，经过者']
1451,password,ˈpɑːswɜːd,passwords,,,,,['n. 密码；口令，暗语']
1452,pasta,,,,,,,
1453,patronise,,,,,,,
1454,payroll,ˈpeɪrəʊl,payrolls,payrolls,payrolling,payrolled,payrolled,"['n. （公司员工的）工资名单；（公司的）发放工资总额；（公司员工的）薪资管理；受聘职员总数', 'vt. 资助，补贴']"
1455,peculiarity,pɪˌkjuːliˈærəti,peculiarities,,,,,['n. 特点，特性；古怪之处，怪癖；奇特，怪异']
1456,peg,peɡ,pegs,pegs,pegging,pegged,pegged,"['n. 挂钩，挂钉；<英>晾衣夹子；（系帐篷用的）桩；（标明某物位置的）界桩；（价格、数量等的）限度，标定点；（进一步讨论某事物的）依据，理由；（桶）孔塞；<非正式>（摩托车的）脚镫；赛位（分配给参赛者钓鱼或射击的位置）；<非正式>（人的）腿；少量威士忌（白兰地）；（烈酒的）计量，度量；弦钮，琴栓；<美，非正式>全力投球，钉子球', 'v. 用钉（或桩）固定；使工资、价格等固定于某水平（或与……挂鈎）；用衣夹把（洗的衣服）夹在衣绳上；（钓鱼或射击比赛中）给（比赛者）分派赛位；<非正式>视为，看作；（棒球）投掷快速低球；（在克里比奇牌戏中）用得分枚计分；疾行，孜孜不倦地做某事', 'adj. 越往下端越细的', 'abbr. （PEG）聚乙（烯）二醇（polyethylene glycol）', '【名】 （Peg）（美）佩格（人名）']"
1457,penalise,ˈpiːnəlaɪz,,penalises,penalising,penalised,penalised,['vt. 惩罚，处罚；使……处于严重不利地位']
1458,penguin,ˈpeŋɡwɪn,penguins,,,,,['n. 企鹅；空军地勤人员']
1459,pensioner,ˈpenʃənə(r),pensioners,,,,,['n. 领取养老金（或退休金、抚恤金）的人']
1460,perceptive,pəˈseptɪv,,,,,,['adj. 感知力强的，有洞察力的，思维敏捷的；视觉的，听觉的，感觉的']
1461,performer,pəˈfɔːmə(r),performers,,,,,['n. 表演者，演出者，演员；表现……的人（或事物），性能……的事物；（业绩好或业绩差的）公司，产品']
1462,periodic,ˌpɪəriˈɒdɪk,,,,,,['adj. 阶段性的，定期的；（化学）元素周期表的；（修辞）完整句的']
1463,permeation,ˌpɜːmiˈeɪʃn,,,,,,['n. 渗透；（化学）渗透作用，渗透作用']
1464,permissible,pəˈmɪsəb(ə)l,,,,,,['adj. 允许的，许可的']
1465,perplexity,pəˈpleksəti,perplexities,,,,,['n. 困惑，茫然；令人困惑的情形，令人费解的事物']
1466,persecution,ˌpɜːsɪˈkjuːʃ(ə)n,persecutions,,,,,['n. （尤指因种族、宗教或政治信仰而进行的）迫害，残害；烦扰']
1467,perseverance,ˌpɜːsəˈvɪərəns,,,,,,['n. 毅力，不屈不挠的精神']
1468,persistent,pəˈsɪstənt,,,,,,['adj. 执意的，坚持不懈的；持续的，反复出现的；（化学品，放射性）作用持久的，挥发慢的；（动植物某部位，如角、叶等）宿存的，不落的']
1469,personally,ˈpɜːsənəli,,,,,,['adv. 就个人而言；亲自地，本人地；当面地，直接地；个别地，单个地；私人地，私下里；无礼地，冒犯地']
1470,persuasive,pəˈsweɪsɪv,,,,,,['adj. 有说服力的，能使人信服的']
1471,pessimist,ˈpesɪmɪst,pessimists,,,,,['n. 悲观主义者']
1472,petrochemical,ˌpetrəʊˈkemɪkl,petrochemicals,,,,,"['n. 石油化学产品', 'adj. 石油化工的；（与）石油化学（有关）的，（与）岩石化学（有关）的']"
1473,philosophical,ˌfɪləˈsɒfɪk(ə)l,,,,,,['adj. 哲学的；达观的，处乱不惊的']
1474,photograph,ˈfəʊtəɡrɑːf,photographs,photographs,photographing,photographed,photographed,"['n. 照片，相片', 'v. 拍照，照相；在照片上显出某种样子']"
1475,photographer,fəˈtɒɡrəfə(r),photographers,,,,,['n. 拍照者，摄影师']
1476,photographic,ˌfəʊtəˈɡræfɪk,,,,,,['adj. 摄影的，照片的；（记忆）精确的，能详细记录的']
1477,photography,fəˈtɒɡrəfi,,,,,,['n. 摄影，摄影术；摄影影像，摄影图片']
1478,phrasal,ˈfreɪzl,,,,,,['adj. 短语的，词组的']
1479,pianist,ˈpɪənɪst,pianists,,,,,['n. 钢琴家，钢琴演奏者']
1480,picky,ˈpɪki,,,,,,['adj. 挑剔的，吹毛求疵的，过分讲究的']
1481,picturesque,ˌpɪktʃəˈresk,,,,,,['adj. （地方）古雅的，风景如画的；（语言）生动的，独特的；（服饰和外貌）引人注意的，奇特的']
1482,pilgrimage,ˈpɪlɡrɪmɪdʒ,pilgrimages,pilgrimages,pilgrimaging,pilgrimaged,pilgrimaged,"['n. 朝拜，朝觐；旅行，拜谒，参观；（被看作旅途的）人生', 'v. 朝圣，朝觐']"
1483,piracy,ˈpaɪrəsi,piracies,,,,,['n. 海上抢劫，海盗行为；盗版，非法复制（或销售）；（电视或广播节目的）非法播出，非法制作电视（或广播）节目；抢劫行为，劫持行为，劫机']
1484,pizza,ˈpiːtsə,pizzas,,,,,"['n. 比萨饼（一种涂有乳酪和番茄酱的意大利式有馅烘饼）', 'n. （Pizza）（意）皮扎（人名）']"
1485,placement,ˈpleɪsmənt,placements,,,,,['n. 布置，摆放；（某人的）安置，安顿；实习工作；收容所，安置所；定位球']
1486,planetary,ˈplænətri,,,,,,['adj. 行星的；（与）地球（有关）的']
1487,planner,ˈplænə(r),planners,,,,,"['n. 计划者，规划师', 'n. （Planner）人名；（德、捷）普兰纳']"
